circbase_ID
chr1:891302|892653|-
chr1:957580|970704|+
chr1:1158623|1159348|-
chr1:1192371|1192690|-
chr1:1599765|1601590|-
chr1:1647784|1653150|-
chr1:1666128|1671143|-
chr1:1721833|1724750|-
chr1:1735857|1749314|-
chr1:1735857|1770677|-
chr1:1747194|1756938|-
chr1:1747194|1770677|-
chr1:2082228|2087531|+
chr1:2100956|2106752|+
chr1:6007163|6046387|-
chr1:6021853|6046387|-
chr1:6291961|6293703|-
chr1:6609630|6610675|-
chr1:6659106|6659512|-
chr1:6727768|6741097|-
chr1:6867042|6885270|+
chr1:7837219|7838229|+
chr1:7997749|7998888|-
chr1:8555122|8568734|-
chr1:8555122|8601377|-
chr1:8601272|8617582|-
chr1:8601272|8674745|-
chr1:8674619|8716500|-
chr1:8926337|8927309|-
chr1:9786966|9787830|+
chr1:9931244|9938047|-
chr1:9991948|9994918|-
chr1:9991948|9995685|-
chr1:10032075|10041228|+
chr1:10155518|10165802|+
chr1:10463127|10468197|+
chr1:10500403|10502498|+
chr1:10527246|10529395|-
chr1:11130956|11137005|-
chr1:11133990|11137005|-
chr1:11150610|11151654|-
chr1:11181302|11182183|-
chr1:11204704|11206848|-
chr1:11771907|11775265|+
chr1:11860268|11861456|-
chr1:12061457|12062160|+
chr1:12169622|12170261|+
chr1:12248852|12253155|+
chr1:12251013|12254675|+
chr1:12359258|12364785|+
chr1:12359258|12368698|+
chr1:12638745|12639440|-
chr1:13933667|13937011|+
chr1:14042035|14068652|+
chr1:14042035|14075982|+
chr1:14057494|14068652|+
chr1:14057494|14075982|+
chr1:15693958|15695998|+
chr1:15844604|15844890|-
chr1:15862969|15863309|+
chr1:15964801|15970145|+
chr1:15964801|15978390|+
chr1:15976214|15978390|+
chr1:16044387|16047883|+
chr1:16046228|16047883|+
chr1:16263657|16264501|+
chr1:16528276|16529069|-
chr1:16774364|16778510|+
chr1:16812920|16813156|-
chr1:17748698|17752180|-
chr1:19510304|19511780|-
chr1:19510304|19514034|-
chr1:19519926|19523759|-
chr1:21076215|21100103|-
chr1:21083658|21094157|-
chr1:21083658|21100103|-
chr1:21091869|21100103|-
chr1:21097422|21100103|-
chr1:21295966|21307720|-
chr1:21377358|21437876|-
chr1:21415630|21437876|-
chr1:21548239|21554534|-
chr1:21573713|21585332|-
chr1:21599191|21599404|-
chr1:21599191|21616649|-
chr1:22007300|22021714|-
chr1:22027990|22030111|-
chr1:22047528|22048257|-
chr1:22074630|22078108|-
chr1:22074630|22079612|-
chr1:22404921|22413359|+
chr1:22816372|22818026|+
chr1:23107913|23111569|+
chr1:23356961|23370979|+
chr1:23356961|23377013|+
chr1:24078896|24080745|+
chr1:24140679|24147083|-
chr1:24495906|24507344|-
chr1:24766661|24771734|+
chr1:24840803|24841057|+
chr1:24857707|24859744|+
chr1:25553932|25554726|-
chr1:25568864|25570124|-
chr1:25666964|25678184|+
chr1:25880412|25883758|+
chr1:26584087|26586293|+
chr1:26594973|26596105|+
chr1:26620695|26624553|-
chr1:26759381|26769364|+
chr1:26772806|26774151|+
chr1:26887216|26888154|+
chr1:27056141|27059283|+
chr1:27267947|27268309|+
chr1:27269150|27269556|+
chr1:27432375|27436268|-
chr1:27994736|27995857|-
chr1:28116072|28120143|+
chr1:28136756|28138779|+
chr1:28337457|28343750|-
chr1:28354299|28374937|-
chr1:28362054|28369161|-
chr1:28362054|28374937|-
chr1:28362054|28384605|-
chr1:28817462|28819603|+
chr1:28907071|28907741|-
chr1:28931883|28948677|-
chr1:28939758|28948677|-
chr1:28944464|28948677|-
chr1:29028949|29030841|+
chr1:29313942|29314417|+
chr1:29362337|29365938|+
chr1:29362337|29391670|+
chr1:29481207|29481422|-
chr1:31465236|31468067|-
chr1:31465236|31479946|-
chr1:31465236|31479949|-
chr1:31478699|31479949|-
chr1:31532050|31532424|-
chr1:31810021|31821821|+
chr1:31819486|31821821|+
chr1:32381495|32385259|-
chr1:32495898|32498935|+
chr1:32502510|32504220|+
chr1:32560384|32566163|+
chr1:32627547|32632897|+
chr1:32650125|32653725|+
chr1:32653554|32655850|+
chr1:32689634|32690076|+
chr1:32689634|32692131|+
chr1:32691771|32692131|+
chr1:32745271|32745811|+
chr1:32792539|32793278|+
chr1:33097427|33100393|-
chr1:33244982|33246746|-
chr1:33251962|33256855|-
chr1:33276191|33276658|-
chr1:33290913|33295668|+
chr1:33413822|33415375|-
chr1:33478807|33480195|-
chr1:33745724|33746058|+
chr1:33760537|33760906|+
chr1:35824525|35827390|+
chr1:35846859|35847359|+
chr1:35936463|35944813|-
chr1:35940405|35944813|-
chr1:35944566|35944813|-
chr1:36208741|36212593|-
chr1:36290913|36292436|+
chr1:36432555|36439112|+
chr1:36505390|36506042|+
chr1:36636571|36639079|+
chr1:38331432|38334286|-
chr1:38338601|38339827|-
chr1:38446257|38450451|-
chr1:39463842|39466778|+
chr1:39696853|39723700|+
chr1:39775241|39776672|+
chr1:39816456|39824936|+
chr1:39835701|39838268|+
chr1:40319641|40323089|-
chr1:40422758|40424497|+
chr1:40654726|40668286|+
chr1:40656443|40668286|+
chr1:40872407|40875507|+
chr1:41107380|41113514|-
chr1:41463065|41466789|+
chr1:41474465|41475926|+
chr1:41536266|41541123|-
chr1:41578954|41582682|-
chr1:41578954|41608784|-
chr1:42730785|42744343|-
chr1:43239233|43241150|+
chr1:44363906|44365399|+
chr1:44386075|44386600|+
chr1:44467984|44468657|-
chr1:44750506|44785416|-
chr1:44773981|44804994|-
chr1:45223227|45223812|+
chr1:45223227|45225020|+
chr1:46032240|46032692|+
chr1:46079767|46082065|+
chr1:46080684|46082065|+
chr1:46105881|46108171|-
chr1:46120214|46120991|-
chr1:46193302|46195441|-
chr1:46290104|46295253|+
chr1:46812592|46818700|+
chr1:46812592|46826500|+
chr1:47028320|47037839|-
chr1:47761436|47767420|-
chr1:47840580|47840965|+
chr1:48821341|48825442|-
chr1:50956259|51001129|-
chr1:51121113|51210447|-
chr1:51253671|51267349|-
chr1:51253671|51323669|-
chr1:51829537|51831701|-
chr1:51868106|51874004|-
chr1:51869090|51871780|-
chr1:51871576|51874004|-
chr1:51873806|51875368|-
chr1:51910560|51930998|-
chr1:51926762|51930998|-
chr1:52215816|52231653|+
chr1:52279706|52287227|-
chr1:52289335|52293541|-
chr1:52289335|52299729|-
chr1:52293467|52299842|-
chr1:54337044|54348949|-
chr1:54506428|54509198|-
chr1:54506428|54513045|-
chr1:55541129|55551711|-
chr1:58971731|59002413|-
chr1:59147456|59148217|-
chr1:59147456|59150923|-
chr1:59787207|59812070|+
chr1:59787207|59844509|+
chr1:59805629|59812070|+
chr1:59805629|59844509|+
chr1:62166605|62189444|-
chr1:62365254|62367131|+
chr1:63877596|63881628|+
chr1:65455117|65460771|-
chr1:65830317|65831879|+
chr1:66378927|66384518|+
chr1:66713142|66731770|+
chr1:67356836|67371058|-
chr1:70758070|70771973|-
chr1:70758070|70781249|-
chr1:70761812|70781249|-
chr1:70766446|70781249|-
chr1:76205664|76215244|+
chr1:76205664|76216231|+
chr1:76211490|76216231|+
chr1:76215103|76216231|+
chr1:77509888|77516050|+
chr1:78183551|78191447|-
chr1:78267015|78272786|+
chr1:78267015|78280916|+
chr1:78268954|78279552|+
chr1:78338685|78340796|+
chr1:85331067|85331821|-
chr1:85417925|85431391|-
chr1:85417925|85437717|-
chr1:87181406|87185318|+
chr1:89236034|89237562|+
chr1:92798947|92846430|+
chr1:93790191|93791452|-
chr1:94032835|94033408|-
chr1:94140169|94140497|-
chr1:94360169|94363454|-
chr1:94360169|94367225|-
chr1:94685813|94697199|-
chr1:94964157|94965170|+
chr1:94964157|94972198|+
chr1:97981281|98015300|-
chr1:98144650|98165103|-
chr1:101190252|101196791|-
chr1:101376618|101387397|+
chr1:101379218|101440458|+
chr1:108138833|108160254|-
chr1:108226109|108247683|-
chr1:108690900|108703915|-
chr1:109170788|109172279|+
chr1:109200072|109202584|-
chr1:109325043|109337529|+
chr1:109773499|109774408|+
chr1:109883345|109888500|-
chr1:110551655|110557479|+
chr1:111434013|111435155|+
chr1:113196219|113202401|+
chr1:113655100|113662145|+
chr1:114362198|114367794|-
chr1:114367763|114377061|-
chr1:114372213|114377061|-
chr1:114377531|114397671|-
chr1:114391161|114397671|-
chr1:114399003|114401195|-
chr1:114443857|114444507|-
chr1:115005725|115007010|-
chr1:115262199|115263338|-
chr1:117944807|117957453|+
chr1:117944807|117963271|+
chr1:118454615|118461358|-
chr1:144921834|144922638|-
chr1:145566685|145568476|+
