circbase_ID
chr1:1158623|1159348|-
chr1:1191424|1203372|-
chr1:1192371|1192690|-
chr1:1735857|1737977|-
chr1:1735857|1749314|-
chr1:1747194|1756938|-
chr1:1747194|1770677|-
chr1:6867042|6885270|+
chr1:7837219|7838229|+
chr1:8601272|8617582|-
chr1:8601272|8674745|-
chr1:8716031|8716500|-
chr1:9117506|9118309|-
chr1:9328188|9331114|-
chr1:9991948|9994918|-
chr1:10032075|10041228|+
chr1:10155518|10165802|+
chr1:10463127|10464336|+
chr1:10500403|10502498|+
chr1:11130956|11137005|-
chr1:11169346|11169786|-
chr1:12061457|12062160|+
chr1:12328762|12331181|+
chr1:12335881|12338095|+
chr1:14042035|14068652|+
chr1:14042035|14075982|+
chr1:14042035|14099683|+
chr1:14057494|14068652|+
chr1:14057494|14075982|+
chr1:14099572|14109326|+
chr1:15860731|15863309|+
chr1:15956819|15978390|+
chr1:15964801|15970145|+
chr1:15964801|15978390|+
chr1:16044387|16047883|+
chr1:16046228|16047883|+
chr1:21076215|21100099|-
chr1:21076215|21100103|-
chr1:21083658|21100103|-
chr1:21097422|21100103|-
chr1:21220009|21268823|-
chr1:21231375|21268823|-
chr1:21267751|21268823|-
chr1:21295966|21307720|-
chr1:21306826|21377487|-
chr1:21324093|21377487|-
chr1:21329205|21437876|-
chr1:21377358|21437876|-
chr1:21415630|21437876|-
chr1:21548239|21554534|-
chr1:21563238|21564737|-
chr1:22027990|22030111|-
chr1:22041881|22048257|-
chr1:22041881|22050588|-
chr1:22404921|22413359|+
chr1:22965467|22965647|-
chr1:23356961|23377013|+
chr1:23376879|23385660|+
chr1:23381561|23384058|+
chr1:23397717|23398690|+
chr1:24140679|24147083|-
chr1:24495906|24507344|-
chr1:24840803|24841057|+
chr1:25553932|25554726|-
chr1:25666964|25678184|+
chr1:25678116|25683344|+
chr1:25880412|25883758|+
chr1:26594973|26596105|+
chr1:26772806|26774151|+
chr1:27056141|27059283|+
chr1:27087346|27089776|+
chr1:27267947|27268309|+
chr1:27269150|27269556|+
chr1:27432375|27436268|-
chr1:28116072|28120143|+
chr1:28136756|28138779|+
chr1:28167524|28169841|+
chr1:28323830|28330930|-
chr1:28354299|28374937|-
chr1:28362054|28374937|-
chr1:28362054|28384605|-
chr1:28907071|28907741|-
chr1:29362337|29365938|+
chr1:29481207|29481422|-
chr1:31465236|31468067|-
chr1:31465236|31479949|-
chr1:31532050|31532424|-
chr1:31810021|31811895|+
chr1:31810021|31821821|+
chr1:32375638|32377427|-
chr1:32381495|32385259|-
chr1:32495898|32497241|+
chr1:32495898|32498935|+
chr1:32689634|32690076|+
chr1:32745271|32745811|+
chr1:33413822|33415375|-
chr1:33478807|33480195|-
chr1:33745724|33746058|+
chr1:33745724|33747412|+
chr1:33760537|33760906|+
chr1:35569895|35570370|+
chr1:35824525|35827390|+
chr1:35846859|35847359|+
chr1:35846859|35854683|+
chr1:35846859|35855699|+
chr1:35854510|35855699|+
chr1:35879572|35881315|+
chr1:35925905|35932296|-
chr1:36204736|36212593|-
chr1:36306765|36316654|+
chr1:36505390|36506042|+
chr1:38329983|38334286|-
chr1:39893944|39896580|+
chr1:40319641|40323089|-
chr1:40656443|40668286|+
chr1:40733457|40737707|+
chr1:41474465|41475261|+
chr1:41474465|41475926|+
chr1:41536266|41541123|-
chr1:41578954|41608784|-
chr1:42730785|42744343|-
chr1:43239233|43241150|+
chr1:44773981|44804994|-
chr1:44778840|44804994|-
chr1:45223227|45223812|+
chr1:46032240|46032692|+
chr1:46079767|46082065|+
chr1:46105881|46108171|-
chr1:48821341|48825442|-
chr1:48860938|48865316|-
chr1:51121113|51210447|-
chr1:51702405|51735797|+
chr1:51829537|51831701|-
chr1:51860052|51913807|-
chr1:51868106|51874004|-
chr1:51869090|51874004|-
chr1:51871576|51874004|-
chr1:51906018|51913807|-
chr1:51926762|51946986|-
chr1:52214040|52231653|+
chr1:52215816|52227643|+
chr1:52279706|52282061|-
chr1:52293467|52299842|-
chr1:52301802|52306186|-
chr1:52943379|52947595|-
chr1:52959282|52962855|-
chr1:52959282|52975384|-
chr1:52975267|52992045|-
chr1:53133070|53134431|+
chr1:53699213|53701307|-
chr1:54266365|54298264|-
chr1:54284643|54298264|-
chr1:54506428|54509198|-
chr1:58971731|59000003|-
chr1:58971731|59002413|-
chr1:59787207|59812070|+
chr1:59787207|59844509|+
chr1:59805629|59812070|+
chr1:59805629|59844509|+
chr1:62365254|62367131|+
chr1:62910408|62913182|+
chr1:63269389|63286880|+
chr1:63944434|63955889|-
chr1:63944434|63974241|-
chr1:65830317|65831879|+
chr1:66378927|66384518|+
chr1:67356836|67371058|-
chr1:67423741|67428843|+
chr1:70758070|70771973|-
chr1:70758070|70781249|-
chr1:76198328|76200556|+
chr1:76211490|76216231|+
chr1:78098799|78107340|-
chr1:78177431|78180468|-
chr1:78177431|78181553|-
chr1:78200031|78201843|-
chr1:78267015|78272786|+
chr1:78267015|78280916|+
chr1:78324622|78332076|+
chr1:84644859|84680000|+
chr1:87181406|87185318|+
chr1:87188222|87190088|+
chr1:89206670|89237562|+
chr1:89206670|89251896|+
chr1:92798947|92811471|+
chr1:92798947|92846430|+
chr1:93070863|93091491|-
chr1:93648916|93659301|+
chr1:93648916|93682303|+
chr1:93677657|93683426|+
chr1:94032835|94033408|-
chr1:94037226|94041686|-
chr1:94360169|94363454|-
chr1:94953097|94956803|+
chr1:100459092|100464971|+
chr1:100889777|100908552|+
chr1:100960373|100964818|+
chr1:101372407|101387397|+
chr1:101379218|101387397|+
chr1:108226109|108247683|-
chr1:108690900|108703915|-
chr1:109336203|109342927|+
chr1:109773499|109774408|+
chr1:111434013|111435155|+
chr1:111690263|111703918|+
chr1:111690263|111717585|+
chr1:113134146|113159517|-
chr1:113140592|113159517|-
chr1:113196219|113202401|+
chr1:114280731|114281421|-
chr1:114362198|114367794|-
chr1:114372213|114377061|-
chr1:114380211|114381242|-
chr1:114391161|114397671|-
chr1:115005725|115007010|-
chr1:115262199|115263338|-
chr1:115276352|115280693|-
chr1:115292441|115292828|-
chr1:117944807|117948267|+
chr1:117944807|117957453|+
chr1:117944807|117963271|+
chr1:117944807|117984947|+
chr1:118003110|118045592|+
chr1:145592632|145595220|-
chr1:145594038|145595220|-
chr1:145598243|145601842|-
chr1:146724277|146731572|+
chr1:146747016|146757164|+
chr1:149936146|149937803|-
chr1:150195511|150201570|-
chr1:150198939|150201570|-
chr1:150413398|150418877|+
chr1:150464886|150469384|+
chr1:150997086|150998149|+
chr1:150997086|150999803|+
chr1:150999708|151001420|+
chr1:151060665|151079698|+
chr1:151089867|151090615|+
chr1:151139409|151139890|+
chr1:151209033|151209239|+
chr1:151288048|151288985|-
chr1:151400298|151403317|-
chr1:151536379|151542246|+
chr1:151630710|151641111|+
chr1:151630710|151655921|+
chr1:153637695|153641033|-
chr1:153784206|153785928|-
chr1:154061896|154091284|-
chr1:154145383|154145677|-
chr1:154207066|154207767|+
chr1:154223516|154224129|+
chr1:154231452|154232505|+
chr1:155322496|155327540|-
chr1:155340294|155340774|-
chr1:155348071|155365344|-
chr1:155348071|155385714|-
chr1:155408117|155408859|-
chr1:155408117|155429689|-
chr1:155490890|155491409|-
chr1:155640110|155649303|-
chr1:155644800|155649303|-
chr1:155646338|155649303|-
chr1:155646338|155650247|-
chr1:155686796|155695810|+
chr1:155691307|155695810|+
chr1:155695172|155695810|+
chr1:155734790|155736500|-
chr1:155737215|155741008|-
chr1:155737215|155743001|-
chr1:155823066|155823597|-
chr1:155874101|155874595|-
chr1:155891165|155891709|-
chr1:155896466|155896947|-
chr1:155984751|155988159|-
chr1:156290629|156304709|-
chr1:156294762|156304709|-
chr1:156303337|156304709|-
chr1:157650491|157660323|-
chr1:158262005|158262570|+
chr1:158979792|159002481|+
chr1:160293220|160302347|-
chr1:161071837|161072165|-
chr1:161748033|161753886|+
chr1:167921037|167944253|+
chr1:167935866|167944253|+
chr1:169446392|169446995|-
chr1:170508350|170513986|+
chr1:171481170|171491398|+
chr1:171492359|171496983|+
chr1:171537385|171544267|+
chr1:171548492|171556890|+
chr1:172109619|172113577|-
chr1:172520651|172526934|+
chr1:172520651|172548407|+
chr1:172525008|172526934|+
chr1:172525008|172539870|+
chr1:173835665|173835934|-
chr1:174188262|174190302|+
chr1:174241551|174247917|+
chr1:174241551|174274265|+
chr1:174241551|174363283|+
chr1:174244970|174274265|+
chr1:175956078|175958615|-
chr1:176012321|176015460|-
chr1:176050287|176105683|-
chr1:176118141|176153828|-
chr1:179271811|179307031|+
chr1:179306971|179310445|+
chr1:179306971|179312078|+
chr1:179310162|179312078|+
chr1:179310162|179312770|+
chr1:179316734|179318077|+
chr1:179316734|179319566|+
chr1:179959641|179966310|+
chr1:179972308|179975702|+
chr1:180031354|180034407|+
chr1:180793888|180794480|+
chr1:180953812|180962561|-
chr1:180953812|180974599|-
chr1:184675776|184681011|-
chr1:184701970|184718726|-
chr1:184853766|184868442|-
chr1:185094075|185106928|-
chr1:185129964|185144245|+
chr1:185183638|185200840|+
chr1:186359842|186360923|+
chr1:193044949|193046180|+
chr1:193202122|193205486|+
chr1:197552281|197581106|-
chr1:197552281|197586889|-
chr1:197586788|197627499|-
chr1:197611840|197627499|-
chr1:197611840|197684204|-
chr1:198201682|198233365|+
chr1:198247090|198266370|+
chr1:198608355|198704381|+
chr1:200550328|200561368|-
chr1:200635064|200635879|-
chr1:200729966|200784772|+
chr1:200776503|200784772|+
chr1:202126866|202127429|-
chr1:203676136|203677232|+
chr1:203739955|203741275|+
chr1:204499811|204507436|+
chr1:205585605|205593019|-
chr1:207989273|207990759|-
chr1:208383624|208391347|-
chr1:211526580|211527809|+
chr1:211526580|211534504|+
chr1:211952259|211966532|-
chr1:212218001|212220759|+
chr1:213037066|213046160|+
chr1:213037066|213061936|+
chr1:213251037|213290752|+
chr1:213290658|213303232|+
chr1:220179447|220180680|-
chr1:220275470|220276119|+
chr1:220355598|220356273|-
chr1:220386228|220387321|-
chr1:222897433|222898897|+
chr1:223305816|223310605|-
chr1:223991875|223994649|-
chr1:224377278|224378021|+
chr1:224553580|224559125|+
chr1:226453233|226454033|-
chr1:229422232|229439747|+
chr1:229596357|229601266|-
chr1:230313963|230339036|+
chr1:231079551|231097049|-
chr1:231081134|231097049|-
chr1:231090078|231097049|-
chr1:231506307|231509845|-
chr1:231672958|231678357|+
chr1:231930987|231954263|+
chr1:233190013|233193036|-
chr1:233225806|233231609|-
chr1:233270758|233297109|-
chr1:233313547|233344435|-
chr1:233334684|233344356|-
chr1:233334684|233344435|-
chr1:233334684|233372726|-
chr1:233353644|233363117|-
chr1:233353644|233372726|-
chr1:233362971|233372726|-
chr1:235316020|235318427|-
chr1:235357327|235377341|-
chr1:235386480|235394504|-
chr1:235498556|235506198|+
chr1:235597518|235600789|+
chr1:235628952|235634274|-
chr1:235944164|235945387|-
chr1:235956802|235964397|-
chr1:235963619|235964397|-
chr1:235993525|235996967|-
chr1:236987418|236990196|+
chr1:237013643|237016388|+
chr1:243362361|243388623|-
chr1:243456392|243471479|+
chr1:243456392|243493994|+
chr1:243468014|243480195|+
chr1:243468014|243493994|+
chr1:243468014|243507633|+
chr1:243493841|243507633|+
chr1:243579003|243589860|+
chr1:243675625|243736350|-
chr1:243708811|243736350|-
chr1:243708811|243859018|-
chr1:246719874|246720836|-
chr1:246754813|246755243|+
chr1:246784730|246797889|+
chr1:247302017|247323115|-
chr1:247318867|247323115|-
chr1:247319707|247323115|-
chr1:247320301|247323115|-
chr1:247322307|247323115|-
chr10:412214|430086|-
chr10:1125950|1126416|+
chr10:3160973|3162236|+
chr10:5772449|5777509|+
chr10:5810175|5842668|-
chr10:5815804|5842668|-
chr10:5827104|5842668|-
chr10:5827814|5842668|-
chr10:5836847|5842668|-
chr10:5838725|5842668|-
chr10:6001716|6002530|-
chr10:7262372|7269899|-
chr10:7262372|7327916|-
chr10:7285519|7318951|-
chr10:7285519|7327916|-
chr10:7290509|7327916|-
chr10:7318853|7327916|-
chr10:7409610|7423911|-
chr10:7801852|7808066|-
chr10:7816793|7822270|-
chr10:7839009|7844817|+
chr10:11523768|11527910|-
chr10:11551593|11569566|-
chr10:11560533|11639716|-
chr10:11990367|11994248|-
chr10:12009339|12021164|-
chr10:12039670|12056183|-
chr10:12123470|12131254|+
chr10:12123470|12133683|+
chr10:12123470|12136270|+
chr10:12123470|12162266|+
chr10:12136071|12162266|+
chr10:12159671|12162266|+
chr10:12160747|12160917|+
chr10:12160747|12162266|+
chr10:12202928|12204288|+
chr10:12257738|12280484|+
chr10:12277046|12280484|+
chr10:13169744|13178897|+
chr10:13214375|13214765|+
chr10:13214375|13217681|+
chr10:13233298|13234568|+
chr10:13701322|13705509|-
chr10:14938844|14939516|+
chr10:15858833|15889942|-
chr10:15863654|15889942|-
chr10:15875628|15889942|-
chr10:17746429|17747740|+
chr10:22002700|22016857|+
chr10:22171210|22209773|-
chr10:22171210|22209892|-
chr10:22856779|22880710|-
chr10:22856779|22898646|-
chr10:22880557|22898646|-
chr10:26781255|26792203|+
chr10:26781255|26802589|+
chr10:26789747|26792203|+
chr10:26789747|26800835|+
chr10:26789747|26802589|+
chr10:26792125|26802589|+
chr10:26800675|26802589|+
chr10:26800675|26830621|+
chr10:26879063|26880342|+
chr10:26994214|27009288|+
chr10:27306430|27306721|-
chr10:27406504|27410377|-
chr10:27453992|27454468|+
chr10:27821435|27822923|+
chr10:28872327|28879761|+
chr10:28872327|28884970|+
chr10:31644075|31791437|+
chr10:31661946|31676195|+
chr10:31661946|31676727|+
chr10:31661946|31750166|+
chr10:31676052|31750166|+
chr10:31749965|31750166|+
chr10:32197099|32199491|-
chr10:32308785|32310215|-
chr10:32309949|32310215|-
chr10:32326181|32326535|-
chr10:32740519|32751977|+
chr10:32740519|32762951|+
chr10:32759991|32762951|+
chr10:32832227|32873232|+
chr10:32854485|32873232|+
chr10:33093942|33113532|+
chr10:34558584|34573173|-
chr10:35302626|35317815|-
chr10:35302626|35320547|-
chr10:35349801|35360267|-
chr10:35805450|35819171|+
chr10:46135263|46159290|-
chr10:46158027|46159290|-
chr10:49533939|49618211|+
chr10:49609654|49613024|+
chr10:49609654|49618211|+
chr10:50075309|50083185|+
