circbase_ID
chr1:1158623|1159348|-
chr1:1158623|1164326|-
chr1:1192371|1192690|-
chr1:1647784|1653150|-
chr1:1735857|1749314|-
chr1:1747194|1756938|-
chr1:1747194|1770677|-
chr1:6867042|6885270|+
chr1:7837219|7838229|+
chr1:8555122|8568734|-
chr1:8568685|8617582|-
chr1:8601272|8617582|-
chr1:8601272|8674745|-
chr1:8716031|8716500|-
chr1:8926337|8927309|-
chr1:9991948|9994918|-
chr1:9991948|9995685|-
chr1:10155518|10165802|+
chr1:10292307|10338186|+
chr1:10407818|10408791|+
chr1:10463127|10464336|+
chr1:10463127|10473308|+
chr1:10500403|10502498|+
chr1:11130956|11137005|-
chr1:12061457|12062160|+
chr1:12460237|12476880|+
chr1:14042035|14068652|+
chr1:14042035|14075982|+
chr1:14057494|14068652|+
chr1:14057494|14075982|+
chr1:15860731|15863309|+
chr1:15862969|15863309|+
chr1:15964801|15970145|+
chr1:15964801|15978390|+
chr1:16044387|16047883|+
chr1:16046228|16047883|+
chr1:16263657|16264501|+
chr1:16528276|16529069|-
chr1:19519926|19523759|-
chr1:21076215|21100103|-
chr1:21083658|21100103|-
chr1:21091869|21100103|-
chr1:21097422|21100103|-
chr1:21183895|21191755|-
chr1:21267983|21268823|-
chr1:21295966|21307720|-
chr1:21306826|21437876|-
chr1:21329205|21437876|-
chr1:21377358|21437876|-
chr1:22007300|22021714|-
chr1:22027990|22030111|-
chr1:22041881|22048257|-
chr1:22041881|22050588|-
chr1:22047528|22048257|-
chr1:22074630|22079612|-
chr1:22404921|22413359|+
chr1:23356961|23377013|+
chr1:23356961|23385660|+
chr1:23381561|23395644|+
chr1:23397717|23398690|+
chr1:24112164|24112913|+
chr1:24140679|24147083|-
chr1:24495906|24507344|-
chr1:24840803|24841057|+
chr1:24973157|24975520|+
chr1:25551492|25554726|-
chr1:25553932|25554726|-
chr1:25666964|25678184|+
chr1:25678116|25679465|+
chr1:26581661|26582356|+
chr1:26584087|26586293|+
chr1:26594973|26596105|+
chr1:26772806|26774151|+
chr1:27056141|27059283|+
chr1:27267947|27268309|+
chr1:27269150|27269556|+
chr1:28081705|28086138|+
chr1:28116072|28120143|+
chr1:28362054|28374937|-
chr1:28362054|28384605|-
chr1:28800065|28800663|+
chr1:28800065|28802803|+
chr1:28800065|28807116|+
chr1:28907071|28907741|-
chr1:28931883|28948677|-
chr1:29010094|29018221|+
chr1:29010094|29023596|+
chr1:29068914|29070498|+
chr1:29313942|29314417|+
chr1:29313942|29365938|+
chr1:29323726|29344954|+
chr1:29481207|29481422|-
chr1:31437520|31468067|-
chr1:31465236|31468067|-
chr1:31465236|31479949|-
chr1:31532050|31532424|-
chr1:31810021|31821821|+
chr1:31819486|31821821|+
chr1:32375638|32377427|-
chr1:32381495|32385259|-
chr1:32384570|32385259|-
chr1:32495898|32497241|+
chr1:32495898|32498935|+
chr1:32628835|32632897|+
chr1:32792539|32793278|+
chr1:33097427|33100393|-
chr1:33133825|33146215|+
chr1:33244982|33246746|-
chr1:33251962|33256855|-
chr1:33276191|33276658|-
chr1:33413822|33415375|-
chr1:33760537|33760906|+
chr1:35824525|35827390|+
chr1:35846859|35847359|+
chr1:35846859|35854683|+
chr1:35879572|35881315|+
chr1:35881066|35881315|+
chr1:35936463|35944813|-
chr1:35940405|35944813|-
chr1:35944566|35944813|-
chr1:36208741|36212593|-
chr1:36367074|36367938|+
chr1:36636571|36639079|+
chr1:38047823|38053096|-
chr1:38449840|38450451|-
chr1:39463842|39466778|+
chr1:39835701|39838268|+
chr1:40319641|40323089|-
chr1:40529898|40530231|+
chr1:40654726|40668286|+
chr1:40656443|40668286|+
chr1:40733457|40737707|+
chr1:41204507|41218918|+
chr1:41474465|41475261|+
chr1:41512078|41541123|-
chr1:41536266|41541123|-
chr1:41536266|41608784|-
chr1:41578954|41608784|-
chr1:41578954|41627104|-
chr1:42094419|42094618|-
chr1:42730785|42744343|-
chr1:43239233|43241150|+
chr1:44134770|44137546|+
chr1:44750506|44785416|-
chr1:44773981|44804994|-
chr1:45223227|45226374|+
chr1:45340349|45345680|-
chr1:45923235|45923543|-
chr1:46032240|46032692|+
chr1:46105881|46108171|-
chr1:46120214|46120991|-
chr1:46521466|46546422|-
chr1:46527600|46546422|-
chr1:46774772|46775988|+
chr1:47745912|47748131|-
chr1:47761436|47767420|-
chr1:47834140|47840965|+
chr1:47840580|47840965|+
chr1:51860052|51913807|-
chr1:51868106|51874004|-
chr1:51871576|51874004|-
chr1:51906018|51913807|-
chr1:51926762|51930998|-
chr1:52237741|52238395|+
chr1:52279706|52280485|-
chr1:52293467|52299842|-
chr1:52943379|52947595|-
chr1:52943379|52954707|-
chr1:52943379|52959334|-
chr1:52954580|52962855|-
chr1:52959282|52975384|-
chr1:52961098|52975384|-
chr1:52981562|52992045|-
chr1:53351504|53358647|+
chr1:53699213|53701307|-
chr1:54337044|54344395|-
chr1:54389576|54405770|-
chr1:54506428|54513045|-
chr1:58971731|59000003|-
chr1:58971731|59002413|-
chr1:58992932|59002413|-
chr1:59147456|59150923|-
chr1:59787207|59812070|+
chr1:59787207|59844509|+
chr1:59805629|59812070|+
chr1:59805629|59844509|+
chr1:62905469|62908990|+
chr1:63944434|63955889|-
chr1:63944434|63974241|-
chr1:65243305|65255197|+
chr1:65830317|65831879|+
chr1:66378927|66384518|+
chr1:67356836|67371058|-
chr1:67411832|67428843|+
chr1:67423741|67428843|+
chr1:70736538|70766591|-
chr1:70758070|70771973|-
chr1:70758070|70781249|-
chr1:70761812|70781249|-
chr1:70766446|70781249|-
chr1:76198328|76200556|+
chr1:76205664|76215244|+
chr1:76205664|76216231|+
chr1:76211490|76216231|+
chr1:78097534|78107340|-
chr1:78098799|78107340|-
chr1:78177431|78180468|-
chr1:78177431|78181553|-
chr1:78183551|78191447|-
chr1:78267015|78272786|+
chr1:78267015|78280916|+
chr1:78324622|78332076|+
chr1:86241356|86252144|-
chr1:86334201|86355296|-
chr1:86361540|86377116|-
chr1:86372876|86377116|-
chr1:86426931|86437076|-
chr1:86426931|86453337|-
chr1:87181406|87185318|+
chr1:87538616|87558352|+
chr1:89206670|89226059|+
chr1:89236034|89237562|+
chr1:89236034|89251896|+
chr1:89237103|89271354|+
chr1:89322888|89325969|-
chr1:89476586|89481097|-
chr1:92798947|92811471|+
chr1:92798947|92846430|+
chr1:93029198|93073284|-
chr1:93029198|93101893|-
chr1:93070863|93073284|-
chr1:93070863|93101893|-
chr1:93648916|93659301|+
chr1:93677657|93682303|+
chr1:93790191|93791452|-
chr1:94032835|94033408|-
chr1:95609446|95616975|+
chr1:95609446|95639445|+
chr1:98144650|98165103|-
chr1:100515464|100535241|+
chr1:100602437|100606070|+
chr1:101372407|101387397|+
chr1:101379218|101387397|+
chr1:109336203|109339348|+
chr1:109766599|109774408|+
chr1:109773499|109774408|+
chr1:111434013|111435155|+
chr1:111690263|111703918|+
chr1:111998707|112002258|+
chr1:112233955|112251886|+
chr1:113119607|113125094|-
chr1:113119607|113134225|-
chr1:113196219|113202401|+
chr1:114246702|114249344|-
chr1:114269039|114281421|-
chr1:114372213|114377061|-
chr1:114377531|114397671|-
chr1:114391161|114397671|-
chr1:114443857|114444507|-
chr1:115005725|115007010|-
chr1:115267841|115280693|-
chr1:117944807|117948267|+
chr1:117944807|117957453|+
chr1:117944807|117963271|+
chr1:117944807|117984947|+
chr1:117984852|118009049|+
chr1:118003110|118045592|+
chr1:118003110|118065559|+
chr1:144921834|144922638|-
chr1:145109523|145112519|+
chr1:145459651|145460263|-
chr1:145594038|145595220|-
chr1:146724277|146731572|+
chr1:149931602|149936274|-
chr1:149936146|149937803|-
chr1:150198939|150201570|-
chr1:150413398|150418877|+
chr1:150418701|150418877|+
chr1:150464886|150469384|+
chr1:150933038|150934634|+
chr1:150990287|150998149|+
chr1:150997086|150998149|+
chr1:150997086|150999803|+
chr1:150997086|151001420|+
chr1:151060665|151090615|+
chr1:151089867|151090615|+
chr1:151139409|151139890|+
chr1:151196720|151209239|+
chr1:151204146|151205179|+
chr1:151288048|151288985|-
chr1:151400298|151403317|-
chr1:153637695|153641033|-
chr1:154145383|154145677|-
chr1:154207066|154207767|+
chr1:154223516|154224129|+
chr1:154406994|154407632|+
chr1:154569280|154575102|-
chr1:155108774|155110847|+
chr1:155235650|155236686|-
chr1:155340294|155340774|-
chr1:155348071|155385714|-
chr1:155385534|155408859|-
chr1:155408117|155408859|-
chr1:155408117|155429689|-
chr1:155638417|155640255|-
chr1:155644800|155649303|-
chr1:155646338|155649303|-
chr1:155686796|155695810|+
chr1:155691307|155695810|+
chr1:155695172|155695810|+
chr1:155734790|155736500|-
chr1:155823066|155823597|-
chr1:155874101|155874595|-
chr1:155891165|155891709|-
chr1:155895422|155896947|-
chr1:155896466|155896947|-
chr1:155899086|155899631|-
chr1:155984751|155988159|-
chr1:156127860|156128615|+
chr1:156444899|156446994|-
chr1:159032397|159038491|-
chr1:159888552|159890327|-
chr1:160293220|160302347|-
chr1:161748033|161753886|+
chr1:161748033|161762117|+
chr1:161748033|161772062|+
chr1:161761197|161762117|+
chr1:161816238|161833102|+
chr1:161821511|161833102|+
chr1:162535801|162536138|+
chr1:162546566|162551249|+
chr1:165712403|165723511|-
chr1:165859440|165865569|+
chr1:167921037|167944253|+
chr1:167935866|167944253|+
chr1:169199955|169256646|-
chr1:169446392|169446995|-
chr1:169947225|170001116|-
chr1:171492359|171496983|+
chr1:171537385|171544267|+
chr1:172109619|172113577|-
chr1:172520651|172526934|+
chr1:172525008|172526934|+
chr1:172525008|172539870|+
chr1:174221617|174245073|+
chr1:174241551|174247917|+
chr1:174241551|174274265|+
chr1:174241551|174340210|+
chr1:174241551|174363283|+
chr1:174244970|174274265|+
chr1:174274123|174340210|+
chr1:174274123|174363283|+
chr1:178846632|178863159|+
chr1:179100445|179102509|-
chr1:179306971|179310445|+
chr1:179310162|179312770|+
chr1:179316734|179318077|+
chr1:179959641|179966310|+
chr1:179965687|179966310|+
chr1:179972308|179975702|+
chr1:179989083|179991983|+
chr1:180366650|180382606|-
chr1:180366650|180399397|-
chr1:180793888|180794480|+
chr1:180953812|180962561|-
chr1:180953812|180974599|-
chr1:182811679|182812569|+
chr1:184675776|184681011|-
chr1:184701970|184718726|-
chr1:185183638|185200840|+
chr1:186310159|186313222|-
chr1:186375214|186388209|+
chr1:192997214|192998787|-
chr1:193110979|193121574|+
chr1:197509093|197552383|-
chr1:197552281|197581106|-
chr1:197552281|197586889|-
chr1:197564337|197586889|-
chr1:197576202|197627499|-
chr1:197611840|197627499|-
chr1:197621364|197684204|-
chr1:197641166|197684204|-
chr1:198201682|198233365|+
chr1:198247090|198266370|+
chr1:200550328|200561368|-
chr1:200635064|200635879|-
chr1:201816406|201817722|+
chr1:201970503|201972589|+
chr1:202126866|202127429|-
chr1:202385914|202398057|+
chr1:203676136|203677232|+
chr1:203739955|203741275|+
chr1:203816311|203816815|+
chr1:204437997|204439014|-
chr1:205238077|205239012|+
chr1:205585605|205593019|-
chr1:205799407|205801894|-
chr1:207930358|207933069|+
chr1:207930358|207943707|+
chr1:210003452|210004388|+
chr1:211526580|211527809|+
chr1:211952259|211966532|-
chr1:212218001|212220759|+
chr1:213037066|213046160|+
chr1:213037066|213058738|+
chr1:213046019|213062599|+
chr1:213056712|213058738|+
chr1:213251037|213290752|+
chr1:213251037|213299186|+
chr1:213290658|213303232|+
chr1:215749243|215752480|+
chr1:215759837|215768813|+
chr1:220178589|220180680|-
chr1:220179447|220180680|-
chr1:222889025|222897506|+
chr1:223991875|223994649|-
chr1:224377278|224378021|+
chr1:224505395|224505632|-
chr1:224599128|224612356|-
chr1:226175596|226176089|-
chr1:229422232|229439747|+
chr1:230313963|230339036|+
chr1:230798886|230807386|+
chr1:230798886|230810870|+
chr1:231044457|231044766|-
chr1:231090078|231097049|-
chr1:231131505|231133013|+
chr1:231506307|231509845|-
chr1:231885671|231906816|+
chr1:231930987|231954263|+
chr1:233313547|233344435|-
chr1:233334684|233344435|-
chr1:235316020|235318427|-
chr1:235582787|235590554|+
chr1:235628952|235634274|-
chr1:235643369|235658138|-
chr1:235944164|235945387|-
chr1:235956802|235964397|-
chr1:235963619|235964397|-
chr1:236332005|236343328|+
chr1:236966727|236979843|+
chr1:236969443|236979843|+
chr1:237023132|237026854|+
chr1:243456392|243471479|+
chr1:243468014|243480195|+
chr1:243468014|243507633|+
chr1:243579003|243589860|+
chr1:243708811|243736350|-
chr1:245165422|245180628|+
chr1:245165422|245222760|+
chr1:245165422|245246990|+
chr1:246078831|246093239|-
chr1:246490502|246518396|-
chr1:246754813|246755243|+
chr1:247302017|247323115|-
chr1:247318867|247323115|-
chr1:247319707|247323115|-
chr1:247320301|247323115|-
chr10:225933|267296|+
chr10:1118055|1142186|+
chr10:1125950|1132297|+
chr10:1130342|1142186|+
chr10:1130342|1151207|+
chr10:3200231|3202522|-
chr10:5772449|5773166|+
chr10:5815804|5842668|-
chr10:5827104|5842668|-
chr10:5827814|5842668|-
chr10:5836847|5842668|-
chr10:5838725|5842668|-
chr10:5944982|5951257|+
chr10:5998341|6002530|-
chr10:7262372|7318951|-
chr10:7262372|7327916|-
chr10:7269816|7327916|-
chr10:7285519|7318951|-
chr10:7285519|7327916|-
chr10:7318853|7327916|-
chr10:7318853|7423911|-
chr10:7409610|7412337|-
chr10:7409610|7423911|-
chr10:7412242|7423911|-
chr10:7801852|7808066|-
